DOI,Catalyst total metal loading (%),Catalyst average crystallite size (nm),Catalyst crystallinity index (-),Catalyst specific surface area (m².g⁻¹),Catalyst pore volume (cm³.g⁻¹),Catalyst average pore diameter (nm),Reaction temperature (°C),Gas hourly space velocity (mL.h⁻¹.gcat⁻¹),Ammonia conversion (%)
https://doi.org/10.1016/j.apcata.2020.117969,13.6,15.92,66.54,694,1.1,4.1,500,12000,100
https://doi.org/10.1016/j.apcata.2020.117969,13.6,15.92,66.54,694,1.1,4.1,500,20000,100
https://doi.org/10.1016/j.apcata.2020.117969,13.6,15.92,66.54,694,1.1,4.1,500,30000,100
https://doi.org/10.1016/j.apcata.2020.117969,13.6,15.92,66.54,694,1.1,4.1,500,36000,98.2014
https://doi.org/10.1016/j.apcata.2020.117969,13.6,15.92,66.54,694,1.1,4.1,500,60000,87.5899
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,450,8000,79.6875
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,450,12000,75.3125
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,450,20000,67.8125
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,450,30000,57.8125
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,450,36000,52.5
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,450,60000,42.1875
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,500,12000,97.3022
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,500,20000,97.1223
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,500,30000,95.1439
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,500,36000,92.8058
https://doi.org/10.1016/j.apcata.2020.117969,3.2,13.61,88.42,693,1,4.1,500,60000,83.2734
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,450,8000,91.875
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,450,12000,86.875
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,450,20000,77.8125
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,450,30000,68.4375
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,450,36000,63.125
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,450,60000,50
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,500,8000,100
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,500,12000,100
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,500,20000,98.3813
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,500,30000,96.0432
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,500,36000,91.1871
https://doi.org/10.1016/j.apcata.2020.117969,6.4,9.32,71.69,776,1.2,4.3,500,60000,82.3741
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,450,8000,88.125
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,450,12000,84.0625
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,450,20000,73.4375
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,450,30000,60.625
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,450,36000,55.3125
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,500,12000,100
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,500,20000,97.482
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,500,30000,94.2446
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,500,36000,91.5468
https://doi.org/10.1016/j.apcata.2020.117969,8,15.70,66.82,614,1,3.6,500,60000,76.0791
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,450,8000,93.4375
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,450,20000,80
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,450,30000,70.9375
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,450,36000,65.3125
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,450,60000,51.5625
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,500,20000,99.4604
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,500,30000,96.4029
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,500,36000,94.7842
https://doi.org/10.1016/j.apcata.2020.117969,11.4,17.92,68.66,708,1.1,4,500,60000,85.6115
dOI: 10.1039/d0dt03262j,24,12.33,64.65,73,0.12,6.5,700,24000,96.9697
doi.org/10.1002/cctc.202001930,5,13.03,74.94,40,0.103,2.3,350,30000,12.3134
doi.org/10.1002/cctc.202001930,5,13.03,74.94,40,0.103,2.3,400,30000,41.791
doi.org/10.1002/cctc.202001930,5,13.03,74.94,40,0.103,2.3,450,30000,83.5821
doi.org/10.1002/cctc.202001930,5,13.03,74.94,40,0.103,2.3,500,30000,100
doi.org/10.1002/cctc.202001930,5,13.03,74.94,40,0.103,2.3,460,30000,83.1677
doi.org/10.1002/cctc.202001930,2,10.53,50.30,41.9,0.107,1.7,350,30000,5.22388
doi.org/10.1002/cctc.202001930,2,10.53,50.30,41.9,0.107,1.7,400,30000,19.7761
doi.org/10.1002/cctc.202001930,2,10.53,50.30,41.9,0.107,1.7,450,30000,46.6418
doi.org/10.1002/cctc.202001930,2,10.53,50.30,41.9,0.107,1.7,500,30000,85.4478
dOI: 10.1039/d1cy00080b,3.8,11.27,30.66,38.4,0.136,3,400,30000,46.5046
dOI: 10.1039/d1cy00080b,3.8,11.27,30.66,38.4,0.136,3,450,30000,84.1945
dOI: 10.1039/d1cy00080b,3.8,11.27,30.66,38.4,0.136,3,475,30000,94.2249
dOI: 10.1039/d1cy00080b,3.8,11.27,30.66,38.4,0.136,3,500,30000,99.696
dOI: 10.1039/d1cy00080b,3.8,11.27,30.66,38.4,0.136,3,550,30000,100
dOI: 10.1039/d1cy00080b,3.8,11.27,30.66,38.4,0.136,3,475,30000,92.3047
dOI: 10.1039/d1cy00080b,3.7,12.97,35.51,43.8,0.147,2.9,400,30000,6.07903
dOI: 10.1039/d1cy00080b,3.7,12.97,35.51,43.8,0.147,2.9,450,30000,21.2766
dOI: 10.1039/d1cy00080b,3.7,12.97,35.51,43.8,0.147,2.9,475,30000,33.1307
dOI: 10.1039/d1cy00080b,3.7,12.97,35.51,43.8,0.147,2.9,500,30000,46.5046
dOI: 10.1039/d1cy00080b,3.7,12.97,35.51,43.8,0.147,2.9,550,30000,71.7325
dOI: 10.1039/d1cy00080b,3.5,14.52,43.25,28.5,0.058,3.3,400,30000,4.25532
dOI: 10.1039/d1cy00080b,3.5,14.52,43.25,28.5,0.058,3.3,450,30000,15.1976
dOI: 10.1039/d1cy00080b,3.5,14.52,43.25,28.5,0.058,3.3,475,30000,24.924
dOI: 10.1039/d1cy00080b,3.5,14.52,43.25,28.5,0.058,3.3,500,30000,35.2584
dOI: 10.1039/d1cy00080b,3.5,14.52,43.25,28.5,0.058,3.3,550,30000,54.4073
https://doi.org/10.1016/j.fuproc.2021.106752,18,13.46,88.61,45,0.08,13,350,15000,15.2661
https://doi.org/10.1016/j.fuproc.2021.106752,18,13.46,88.61,45,0.08,13,400,15000,22.3119
https://doi.org/10.1016/j.fuproc.2021.106752,18,13.46,88.61,45,0.08,13,450,15000,35.0826
https://doi.org/10.1016/j.fuproc.2021.106752,18,13.46,88.61,45,0.08,13,500,15000,43.5963
https://doi.org/10.1016/j.fuproc.2021.106752,18,13.46,88.61,45,0.08,13,550,15000,53.2844
https://doi.org/10.1016/j.fuproc.2021.106752,18,13.46,88.61,45,0.08,13,600,15000,71.4862
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,350,15000,22.1651
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,400,15000,34.789
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,450,15000,45.6514
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,500,15000,56.2202
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,550,15000,66.9358
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,600,15000,77.945
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,500,4000,68.2251
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,500,8000,62.3782
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,500,12000,58.0974
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,500,16000,52.1462
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,500,20000,48.1787
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,500,25000,46.2993
https://doi.org/10.1016/j.fuproc.2021.106752,18,14.12,87.48,39,0.07,15,700,15000,77.6479
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,350,15000,16.4404
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,400,15000,24.0734
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,450,15000,31.5596
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,500,15000,39.9266
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,550,15000,48.5872
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,600,15000,62.0917
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,500,4000,46.8213
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,500,8000,43.5847
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,500,12000,42.0186
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,500,16000,35.1276
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,500,20000,31.3689
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,500,25000,28.1323
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.72,95.38,38,0.06,16,700,15000,63.1509
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,350,15000,17.7615
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,400,15000,29.945
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,450,15000,42.5688
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,500,15000,54.8991
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,550,15000,62.3853
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,600,15000,73.1009
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,500,4000,60.1856
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,500,8000,58.0974
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,500,12000,53.8167
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,500,16000,52.1462
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,500,20000,47.3434
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,500,25000,45.0464
https://doi.org/10.1016/j.fuproc.2021.106752,18,11.96,87.81,31,0.05,17,700,15000,72.8846
https://doi.org/10.1016/j.ijhydene.2021.03.205,8.86,4.99,34.37,118.123,0.203,5.621,350,30000,12.4434
https://doi.org/10.1016/j.ijhydene.2021.03.205,8.86,4.99,34.37,118.123,0.203,5.621,400,30000,23.9819
https://doi.org/10.1016/j.ijhydene.2021.03.205,8.86,4.99,34.37,118.123,0.203,5.621,450,30000,39.819
https://doi.org/10.1016/j.ijhydene.2021.03.205,8.86,4.99,34.37,118.123,0.203,5.621,500,30000,60.8597
https://doi.org/10.1016/j.ijhydene.2021.03.205,8.86,4.99,34.37,118.123,0.203,5.621,550,30000,78.0543
https://doi.org/10.1016/j.ijhydene.2021.03.205,8.86,4.99,34.37,118.123,0.203,5.621,600,30000,87.3303
https://doi.org/10.1016/j.ijhydene.2021.03.205,7.73,9.75,31.73,117.622,1.266,3.416,350,30000,19.6833
https://doi.org/10.1016/j.ijhydene.2021.03.205,7.73,9.75,31.73,117.622,1.266,3.416,400,30000,37.5566
https://doi.org/10.1016/j.ijhydene.2021.03.205,7.73,9.75,31.73,117.622,1.266,3.416,450,30000,59.276
https://doi.org/10.1016/j.ijhydene.2021.03.205,7.73,9.75,31.73,117.622,1.266,3.416,500,30000,86.6516
https://doi.org/10.1016/j.ijhydene.2021.03.205,7.73,9.75,31.73,117.622,1.266,3.416,550,30000,97.5113
https://doi.org/10.1016/j.ijhydene.2021.03.205,7.73,9.75,31.73,117.622,1.266,3.416,600,30000,99.5475
https://doi.org/10.1002/cctc.202100324,5,14.85,69.96,99.1,0.27,3.1,400,6000,5.5409
https://doi.org/10.1002/cctc.202100324,5,14.85,69.96,99.1,0.27,3.1,450,6000,17.942
https://doi.org/10.1002/cctc.202100324,5,14.85,69.96,99.1,0.27,3.1,500,6000,46.438
https://doi.org/10.1002/cctc.202100324,5,14.85,69.96,99.1,0.27,3.1,550,6000,86.8074
https://doi.org/10.1002/cctc.202100324,5,14.85,69.96,99.1,0.27,3.1,600,6000,100
https://doi.org/10.1002/cctc.202100324,5,14.85,69.96,99.1,0.27,3.1,650,6000,100
http://dx.doi.org/10.1002/cjoc.202100176,80,5.82,13.99,30.05,0.22,14.63,450,23000,29.9094
http://dx.doi.org/10.1002/cjoc.202100176,80,5.82,13.99,30.05,0.22,14.63,500,23000,67.9758
http://dx.doi.org/10.1002/cjoc.202100176,80,5.82,13.99,30.05,0.22,14.63,550,23000,98.7915
http://dx.doi.org/10.1002/cjoc.202100176,86,11.89,27.30,18.09,0.19,20.83,500,23000,83.9879
http://dx.doi.org/10.1002/cjoc.202100176,86,11.89,27.30,18.09,0.19,20.83,550,23000,100
http://dx.doi.org/10.1002/cjoc.202100176,86,11.89,27.30,18.09,0.19,20.83,600,23000,100
http://dx.doi.org/10.1002/cjoc.202100176,86,12.51,33.32,19.42,0.19,19.14,450,23000,25.0755
http://dx.doi.org/10.1002/cjoc.202100176,86,12.51,33.32,19.42,0.19,19.14,500,23000,63.142
http://dx.doi.org/10.1002/cjoc.202100176,86,12.51,33.32,19.42,0.19,19.14,550,23000,95.4683
http://dx.doi.org/10.1002/cjoc.202100176,88,12.49,31.34,22.89,0.27,23.97,450,23000,19.0332
http://dx.doi.org/10.1002/cjoc.202100176,88,12.49,31.34,22.89,0.27,23.97,500,23000,55.287
http://dx.doi.org/10.1002/cjoc.202100176,88,12.49,31.34,22.89,0.27,23.97,550,23000,98.4894
https://doi.org/10.1016/j.ces.2021.116818,9.3,12.10,72.12,17.5,0.06,8.1,500,30000,26.6667
https://doi.org/10.1016/j.ces.2021.116818,9.3,12.10,72.12,17.5,0.06,8.1,550,30000,48.4848
https://doi.org/10.1016/j.ces.2021.116818,9.3,12.10,72.12,17.5,0.06,8.1,600,30000,73.5354
https://doi.org/10.1016/j.ces.2021.116818,9.3,12.10,72.12,17.5,0.06,8.1,650,30000,89.0909
https://doi.org/10.1016/j.ces.2021.116818,9.3,12.10,72.12,17.5,0.06,8.1,700,30000,96.1616
https://doi.org/10.1016/j.ces.2021.116818,9.7,5.46,79.84,32.7,0.08,8.08,500,30000,33.9394
https://doi.org/10.1016/j.ces.2021.116818,9.7,5.46,79.84,32.7,0.08,8.08,550,30000,63.0303
https://doi.org/10.1016/j.ces.2021.116818,9.7,5.46,79.84,32.7,0.08,8.08,600,30000,88.0808
https://doi.org/10.1016/j.ces.2021.116818,9.7,5.46,79.84,32.7,0.08,8.08,650,30000,97.1717
https://doi.org/10.1016/j.ces.2021.116818,9.7,5.46,79.84,32.7,0.08,8.08,700,30000,99.596
https://doi.org/10.1016/j.ces.2021.116818,9.8,12.49,52.96,31.1,0.07,6.76,500,30000,32.3232
https://doi.org/10.1016/j.ces.2021.116818,9.8,12.49,52.96,31.1,0.07,6.76,550,30000,60.404
https://doi.org/10.1016/j.ces.2021.116818,9.8,12.49,52.96,31.1,0.07,6.76,600,30000,85.4545
https://doi.org/10.1016/j.ces.2021.116818,9.8,12.49,52.96,31.1,0.07,6.76,650,30000,95.5556
https://doi.org/10.1016/j.ces.2021.116818,9.8,12.49,52.96,31.1,0.07,6.76,700,30000,99.1919
https://doi.org/10.1016/j.ces.2021.116818,9.9,14.90,71.77,33.3,0.05,5.2,500,30000,28.8889
https://doi.org/10.1016/j.ces.2021.116818,9.9,14.90,71.77,33.3,0.05,5.2,550,30000,55.3535
https://doi.org/10.1016/j.ces.2021.116818,9.9,14.90,71.77,33.3,0.05,5.2,600,30000,83.0303
https://doi.org/10.1016/j.ces.2021.116818,9.9,14.90,71.77,33.3,0.05,5.2,650,30000,95.7576
https://doi.org/10.1016/j.ces.2021.116818,9.9,14.90,71.77,33.3,0.05,5.2,700,30000,98.9899
https://doi.org/10.1016/j.apcatb.2020.119831,2,17.66,75.75,65,0.2,15.3,300,6000,10.1818
https://doi.org/10.1016/j.apcatb.2020.119831,2,17.66,75.75,65,0.2,15.3,350,6000,38.9091
https://doi.org/10.1016/j.apcatb.2020.119831,2,17.66,75.75,65,0.2,15.3,400,6000,76
https://doi.org/10.1016/j.apcatb.2020.119831,2,17.66,75.75,65,0.2,15.3,450,6000,98.1818
https://doi.org/10.1016/j.apcatb.2020.119831,2,17.66,75.75,65,0.2,15.3,500,6000,99.6364
https://doi.org/10.1016/j.apcatb.2020.119831,2,17.66,75.75,65,0.2,15.3,500,54000,69.3617
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.74,81.39,91,0.18,10.9,300,6000,12.7273
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.74,81.39,91,0.18,10.9,350,6000,39.6364
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.74,81.39,91,0.18,10.9,400,6000,76.7273
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.74,81.39,91,0.18,10.9,450,6000,98.1818
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.74,81.39,91,0.18,10.9,500,6000,99.2727
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.94,75.50,81,0.14,10.7,300,6000,13.0909
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.94,75.50,81,0.14,10.7,350,6000,42.5455
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.94,75.50,81,0.14,10.7,400,6000,82.9091
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.94,75.50,81,0.14,10.7,450,6000,98.9091
https://doi.org/10.1016/j.apcatb.2020.119831,2,15.94,75.50,81,0.14,10.7,500,6000,100
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,300,6000,18.1818
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,350,6000,53.8182
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,400,6000,91.6364
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,450,6000,100
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,500,6000,100
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,500,54000,78.5106
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,300,18000,9.80392
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,350,18000,30.0654
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,400,18000,62.4183
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,450,18000,91.1765
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,500,18000,100
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,300,30000,5.88235
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,350,30000,22.2222
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,400,30000,50.6536
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,450,30000,79.4118
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,500,30000,97.0588
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,300,54000,6.20915
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,350,54000,16.0131
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,400,54000,35.2941
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,450,54000,58.4967
https://doi.org/10.1016/j.apcatb.2020.119831,2,18.75,74.69,39,0.06,10.1,500,54000,79.4118
https://doi.org/10.1016/j.apcatb.2020.119831,2,7.53,55.89,29,0.05,8.6,300,6000,14.1818
https://doi.org/10.1016/j.apcatb.2020.119831,2,7.53,55.89,29,0.05,8.6,350,6000,47.6364
https://doi.org/10.1016/j.apcatb.2020.119831,2,7.53,55.89,29,0.05,8.6,400,6000,88
https://doi.org/10.1016/j.apcatb.2020.119831,2,7.53,55.89,29,0.05,8.6,450,6000,99.6364
https://doi.org/10.1016/j.apcatb.2020.119831,2,7.53,55.89,29,0.05,8.6,500,6000,100
https://doi.org/10.1016/j.apcatb.2020.119831,2,14.03,78.34,41,0.14,8.674,300,6000,4
https://doi.org/10.1016/j.apcatb.2020.119831,2,14.03,78.34,41,0.14,8.674,350,6000,14.5455
https://doi.org/10.1016/j.apcatb.2020.119831,2,14.03,78.34,41,0.14,8.674,400,6000,43.6364
https://doi.org/10.1016/j.apcatb.2020.119831,2,14.03,78.34,41,0.14,8.674,450,6000,82.1818
https://doi.org/10.1016/j.apcatb.2020.119831,2,14.03,78.34,41,0.14,8.674,500,6000,100
DOI: 10.1002/ceat.201900508,2,3.31,60.10,105.6,0.213,5.68,300,6000,4.30769
DOI: 10.1002/ceat.201900508,2,3.31,60.10,105.6,0.213,5.68,350,6000,8.92308
DOI: 10.1002/ceat.201900508,2,3.31,60.10,105.6,0.213,5.68,400,6000,38.7692
DOI: 10.1002/ceat.201900508,2,3.31,60.10,105.6,0.213,5.68,450,6000,85.2308
DOI: 10.1002/ceat.201900508,2,3.31,60.10,105.6,0.213,5.68,500,6000,99.3846
DOI: 10.1002/ceat.201900508,2,3.31,60.10,105.6,0.213,5.68,450,6000,76.0825
DOI: 10.1002/ceat.201900508,2,3.31,60.10,105.6,0.213,5.68,450,30000,50.2405
DOI: 10.1002/ceat.201900508,2,3.24,57.07,112.5,0.208,4.18,300,6000,4.61538
DOI: 10.1002/ceat.201900508,2,3.24,57.07,112.5,0.208,4.18,350,6000,9.23077
DOI: 10.1002/ceat.201900508,2,3.24,57.07,112.5,0.208,4.18,400,6000,39.0769
DOI: 10.1002/ceat.201900508,2,3.24,57.07,112.5,0.208,4.18,450,6000,81.8462
DOI: 10.1002/ceat.201900508,2,3.24,57.07,112.5,0.208,4.18,500,6000,98.7692
DOI: 10.1002/ceat.201900508,2,3.24,57.07,112.5,0.208,4.18,450,6000,74.7079
DOI: 10.1002/ceat.201900508,2,3.24,57.07,112.5,0.208,4.18,450,30000,46.9416
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,23.15,6.89,193,0.566,6.915,450,30000,18.8889
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,23.15,6.89,193,0.566,6.915,500,30000,37.5
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,23.15,6.89,193,0.566,6.915,550,30000,64.4444
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,23.15,6.89,193,0.566,6.915,600,30000,89.1667
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,23.15,6.89,193,0.566,6.915,650,30000,100
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,400,30000,13.56
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,450,30000,23.6111
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,500,30000,45.8333
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,550,30000,76.9444
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,600,30000,96.3889
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,650,30000,100
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,400,15000,14.91
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,450,15000,29.93
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,500,15000,56.61
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,550,15000,84.89
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,400,6000,19.05
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,450,6000,43.68
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,500,6000,72.97
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,20.65,13.08,186,0.427,7.638,550,6000,94.73
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,12.95,9.03,193,0.541,6.867,450,30000,21.3889
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,12.95,9.03,193,0.541,6.867,500,30000,43.0556
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,12.95,9.03,193,0.541,6.867,550,30000,70.5556
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,12.95,9.03,193,0.541,6.867,600,30000,93.6111
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,12.95,9.03,193,0.541,6.867,650,30000,100
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,7.82,4.55,177,0.682,7.168,450,30000,22.2222
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,7.82,4.55,177,0.682,7.168,500,30000,44.1667
https://doi.org/10.1016/j.ijhydene.2020.04.007,10,7.82,4.55,177,0.682,7.168,550,30000,71.9444
